Entity,branch location,rental_duration_days,location_type,Vehicle_Make_Model,Vehicle_Group,price_SAR,is_loyalty_available
Key,King Abdulaziz Airport (New Airport) Terminal 1,1_day,Airport,Kia Pegas 2024,Small,131.75,Yes
Key,King Fahd Airport,1_day,Airport,Kia Pegas 2024,Small,131.75,Yes
Key,King Khaled Airport Executive Terminal,1_day,Airport,Kia Pegas 2024,Small,131.75,Yes
Key,King Fahd Airport Executive Terminal,1_day,Airport,Kia Pegas 2024,Small,131.75,Yes
Key,King Khaled Airport Terminal 3 and 4,1_day,Airport,Kia Pegas 2024,Small,131.75,Yes
Key,King Khaled Airport terminal 5 ( Domestic ),1_day,Airport,Kia Pegas 2024,Small,131.75,Yes
Key,Prince Sultan Bin Abdulaziz International Airport ( Tabuk ),1_day,Airport,Kia Pegas 2024,Small,131.75,Yes
Key,AL Hassa Airport,1_day,Airport,Kia Pegas 2025,Small,138.55,Yes
Key,King Abdulaziz Airport - Executive Terminal,1_day,Airport,Kia Pegas 2025,Small,138.55,Yes
Key,Abha Airport,1_day,Airport,Kia Pegas 2025,Small,138.55,Yes
Key,King Khaled Airport terminal 1 ( International ),1_day,Airport,Kia Pegas 2025,Small,138.55,Yes
Key,King Abdullah International Airport (Jazan ),1_day,Airport,Kia Pegas 2025,Small,138.55,Yes
Key,King Abdulaziz Airport (New Airport) Terminal 1,1_day,Airport,Kia Pegas 2025,Small,138.55,Yes
Key,King Fahd Airport,1_day,Airport,Kia Pegas 2025,Small,138.55,Yes
Key,King Khaled Airport Executive Terminal,1_day,Airport,Kia Pegas 2025,Small,138.55,Yes
Key,King Fahd Airport Executive Terminal,1_day,Airport,Kia Pegas 2025,Small,138.55,Yes
Key,King Khaled Airport Terminal 3 and 4,1_day,Airport,Kia Pegas 2025,Small,138.55,Yes
Key,King Khaled Airport terminal 5 ( Domestic ),1_day,Airport,Kia Pegas 2025,Small,138.55,Yes
Key,Prince Sultan Bin Abdulaziz International Airport ( Tabuk ),1_day,Airport,Kia Pegas 2025,Small,138.55,Yes
Key,Dammam Train Station,1_day,Train,Nissan Sunny 2024,Small,141.1,Yes
Key,1 ST. Street,1_day,Downtown,Nissan Sunny 2024,Small,141.1,Yes
Key,Al Manar,1_day,Downtown,Nissan Sunny 2024,Small,141.1,Yes
Key,42nd ST.,1_day,Downtown,Nissan Sunny 2024,Small,141.1,Yes
Key,King Fahad -3,1_day,Downtown,Nissan Sunny 2024,Small,141.1,Yes
Key,Jazan Main,1_day,Downtown,Nissan Sunny 2024,Small,141.1,Yes
Key,Al Hamdania-2,1_day,Downtown,Nissan Sunny 2024,Small,141.1,Yes
Key,Abhur,1_day,Downtown,Nissan Sunny 2024,Small,141.1,Yes
Key,ALFAYHA2,1_day,Downtown,Nissan Sunny 2024,Small,141.1,Yes
Key,Bagdadia,1_day,Downtown,Nissan Sunny 2024,Small,141.1,Yes
Key,Main - Madina Road,1_day,Downtown,Nissan Sunny 2024,Small,141.1,Yes
Key,New Palestine,1_day,Downtown,Nissan Sunny 2024,Small,141.1,Yes
Key,Prince Majed Road,1_day,Downtown,Nissan Sunny 2024,Small,141.1,Yes
Key,Sari Street,1_day,Downtown,Nissan Sunny 2024,Small,141.1,Yes
Key,New Heraa,1_day,Downtown,Nissan Sunny 2024,Small,141.1,Yes
Key,Madina Road,1_day,Downtown,Nissan Sunny 2024,Small,141.1,Yes
Key,Royal Commission,1_day,Downtown,Nissan Sunny 2024,Small,141.1,Yes
Key,Al Rakah,1_day,Downtown,Nissan Sunny 2024,Small,141.1,Yes
Key,Azizia,1_day,Downtown,Nissan Sunny 2024,Small,141.1,Yes
Key,Aziziah,1_day,Downtown,Nissan Sunny 2024,Small,141.1,Yes
Key,Main - Dhahran Road,1_day,Downtown,Nissan Sunny 2024,Small,141.1,Yes
Key,Hizam-2,1_day,Downtown,Nissan Sunny 2024,Small,141.1,Yes
Key,Al Nuzha,1_day,Downtown,Nissan Sunny 2024,Small,141.1,Yes
Key,Kakia,1_day,Downtown,Nissan Sunny 2024,Small,141.1,Yes
Key,MAIN-AMMAN ROAD,1_day,Downtown,Nissan Sunny 2024,Small,141.1,Yes
Key,TAIF - SHUBRA,1_day,Downtown,Nissan Sunny 2024,Small,141.1,Yes
Key,King Abdulaziz Airport - Executive Terminal,1_day,Airport,Nissan Sunny 2024,Small,148.53,Yes
Key,Abha Airport,1_day,Airport,Nissan Sunny 2024,Small,148.53,Yes
Key,King Abdullah International Airport (Jazan ),1_day,Airport,Nissan Sunny 2024,Small,148.53,Yes
Key,King Abdulaziz Airport (New Airport) Terminal 1,1_day,Airport,Nissan Sunny 2024,Small,148.53,Yes
Key,King Fahd Airport,1_day,Airport,Nissan Sunny 2024,Small,148.53,Yes
Key,King Fahd Airport Executive Terminal,1_day,Airport,Nissan Sunny 2024,Small,148.53,Yes
Key,Prince Sultan Bin Abdulaziz International Airport ( Tabuk ),1_day,Airport,Nissan Sunny 2024,Small,148.53,Yes
Key,Dammam Train Station,1_day,Train,Toyota Yaris 2024,Small,167.37,Yes
Key,Dammam Train Station,1_day,Train,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,Dammam Train Station,1_day,Train,Hyundai Accent 2025,Small,167.37,Yes
Key,Dammam Train Station,1_day,Train,Hyundai Accent 2024,Small,167.37,Yes
Key,1 ST. Street,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,1 ST. Street,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,1 ST. Street,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,1 ST. Street,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,Al Manar,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,Al Manar,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,Al Manar,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,Al Manar,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,42nd ST.,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,42nd ST.,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,42nd ST.,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,42nd ST.,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,King Fahad -3,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,King Fahad -3,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,King Fahad -3,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,King Fahad -3,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,Jazan Main,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,Jazan Main,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,Al Hamdania-2,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,Al Hamdania-2,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,Al Hamdania-2,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,Al Hamdania-2,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,Al Hamdania-2,1_day,Downtown,Kia Sonet 2023,SUV / Family,167.37,Yes
Key,Abhur,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,Abhur,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,Abhur,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,Abhur,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,Abhur,1_day,Downtown,Kia Sonet 2023,SUV / Family,167.37,Yes
Key,ALFAYHA2,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,ALFAYHA2,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,ALFAYHA2,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,ALFAYHA2,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,ALFAYHA2,1_day,Downtown,Kia Sonet 2023,SUV / Family,167.37,Yes
Key,Bagdadia,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,Bagdadia,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,Bagdadia,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,Bagdadia,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,Bagdadia,1_day,Downtown,Kia Sonet 2023,SUV / Family,167.37,Yes
Key,Main - Madina Road,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,Main - Madina Road,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,Main - Madina Road,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,Main - Madina Road,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,Main - Madina Road,1_day,Downtown,Kia Sonet 2023,SUV / Family,167.37,Yes
Key,New Palestine,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,New Palestine,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,New Palestine,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,New Palestine,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,New Palestine,1_day,Downtown,Kia Sonet 2023,SUV / Family,167.37,Yes
Key,Prince Majed Road,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,Prince Majed Road,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,Prince Majed Road,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,Prince Majed Road,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,Prince Majed Road,1_day,Downtown,Kia Sonet 2023,SUV / Family,167.37,Yes
Key,Sari Street,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,Sari Street,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,Sari Street,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,Sari Street,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,Sari Street,1_day,Downtown,Kia Sonet 2023,SUV / Family,167.37,Yes
Key,New Heraa,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,New Heraa,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,New Heraa,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,New Heraa,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,New Heraa,1_day,Downtown,Kia Sonet 2023,SUV / Family,167.37,Yes
Key,Madina Road,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,Madina Road,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,Madina Road,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,Madina Road,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,Royal Commission,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,Royal Commission,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,Royal Commission,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,Royal Commission,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,Al Rakah,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,Al Rakah,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,Al Rakah,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,Azizia,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,Azizia,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,Azizia,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,Azizia,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,Azizia,1_day,Downtown,Kia Sonet 2023,SUV / Family,167.37,Yes
Key,Aziziah,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,Aziziah,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,Aziziah,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,Main - Dhahran Road,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,Main - Dhahran Road,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,Main - Dhahran Road,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,Hizam-2,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,Hizam-2,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,Hizam-2,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,Hizam-2,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,Hizam-2,1_day,Downtown,Kia Sonet 2023,SUV / Family,167.37,Yes
Key,Al Nuzha,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,Al Nuzha,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,Kakia,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,Kakia,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,Al Nuzha,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,Al Nuzha,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,Al Malaz,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,Al Malaz,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,Al Malaz,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,Al Malaz,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,Aldar Albaida,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,Aldar Albaida,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,Aldar Albaida,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,Aldar Albaida,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,Al Yasmin,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,Al Yasmin,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,Al Yasmin,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,Al Yasmin,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,Exit 11 East Ring Road,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,Exit 11 East Ring Road,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,Exit 11 East Ring Road,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,Exit 11 East Ring Road,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,Badeiah,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,Badeiah,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,Badeiah,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,Badeiah,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,Laban Najd,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,Laban Najd,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,Laban Najd,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,Laban Najd,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,Main - Al Worood Dist.,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,Main - Al Worood Dist.,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,Main - Al Worood Dist.,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,Main - Al Worood Dist.,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,Murouj,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,Murouj,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,Murouj,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,Murouj,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,Olaya Center,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,Olaya Center,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,Olaya Center,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,Olaya Center,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,SAR North Train Station (Al Thumama),1_day,Train,Toyota Yaris 2024,Small,167.37,Yes
Key,SAR North Train Station (Al Thumama),1_day,Train,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,SAR North Train Station (Al Thumama),1_day,Train,Hyundai Accent 2025,Small,167.37,Yes
Key,SAR North Train Station (Al Thumama),1_day,Train,Hyundai Accent 2024,Small,167.37,Yes
Key,Rawdah,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,Rawdah,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,Rawdah,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,Rawdah,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,Qurtuba Exit 8,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,Qurtuba Exit 8,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,Qurtuba Exit 8,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,Qurtuba Exit 8,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,Riyadh AlMalaz Road Train Station,1_day,Train,Toyota Yaris 2024,Small,167.37,Yes
Key,Riyadh AlMalaz Road Train Station,1_day,Train,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,Riyadh AlMalaz Road Train Station,1_day,Train,Hyundai Accent 2025,Small,167.37,Yes
Key,Riyadh AlMalaz Road Train Station,1_day,Train,Hyundai Accent 2024,Small,167.37,Yes
Key,The Saudi Public Transport Company (SAPTCO),1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,The Saudi Public Transport Company (SAPTCO),1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,The Saudi Public Transport Company (SAPTCO),1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,The Saudi Public Transport Company (SAPTCO),1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,MAIN-AMMAN ROAD,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,MAIN-AMMAN ROAD,1_day,Downtown,Nissan Sunny New Shape 2024,Small,167.37,Yes
Key,MAIN-AMMAN ROAD,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,MAIN-AMMAN ROAD,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,TAIF - SHUBRA,1_day,Downtown,Toyota Yaris 2024,Small,167.37,Yes
Key,TAIF - SHUBRA,1_day,Downtown,Hyundai Accent 2025,Small,167.37,Yes
Key,TAIF - SHUBRA,1_day,Downtown,Hyundai Accent 2024,Small,167.37,Yes
Key,King Abdulaziz Airport - Executive Terminal,1_day,Airport,Toyota Yaris 2024,Small,176.18,Yes
Key,King Abdulaziz Airport - Executive Terminal,1_day,Airport,Nissan Sunny New Shape 2024,Small,176.18,Yes
Key,King Abdulaziz Airport - Executive Terminal,1_day,Airport,Hyundai Accent 2025,Small,176.18,Yes
Key,King Abdulaziz Airport - Executive Terminal,1_day,Airport,Hyundai Accent 2024,Small,176.18,Yes
Key,King Abdulaziz Airport - Executive Terminal,1_day,Airport,Kia Sonet 2023,SUV / Family,176.18,Yes
Key,Abha Airport,1_day,Airport,Toyota Yaris 2024,Small,176.18,Yes
Key,Abha Airport,1_day,Airport,Nissan Sunny New Shape 2024,Small,176.18,Yes
Key,Abha Airport,1_day,Airport,Hyundai Accent 2025,Small,176.18,Yes
Key,Abha Airport,1_day,Airport,Hyundai Accent 2024,Small,176.18,Yes
Key,King Khaled Airport terminal 1 ( International ),1_day,Airport,Toyota Yaris 2024,Small,176.18,Yes
Key,King Khaled Airport terminal 1 ( International ),1_day,Airport,Nissan Sunny New Shape 2024,Small,176.18,Yes
Key,King Khaled Airport terminal 1 ( International ),1_day,Airport,Hyundai Accent 2025,Small,176.18,Yes
Key,King Khaled Airport terminal 1 ( International ),1_day,Airport,Hyundai Accent 2024,Small,176.18,Yes
Key,King Abdullah International Airport (Jazan ),1_day,Airport,Toyota Yaris 2024,Small,176.18,Yes
Key,King Abdullah International Airport (Jazan ),1_day,Airport,Nissan Sunny New Shape 2024,Small,176.18,Yes
Key,King Abdulaziz Airport (New Airport) Terminal 1,1_day,Airport,Toyota Yaris 2024,Small,176.18,Yes
Key,King Abdulaziz Airport (New Airport) Terminal 1,1_day,Airport,Nissan Sunny New Shape 2024,Small,176.18,Yes
Key,King Abdulaziz Airport (New Airport) Terminal 1,1_day,Airport,Hyundai Accent 2025,Small,176.18,Yes
Key,King Abdulaziz Airport (New Airport) Terminal 1,1_day,Airport,Hyundai Accent 2024,Small,176.18,Yes
Key,King Abdulaziz Airport (New Airport) Terminal 1,1_day,Airport,Kia Sonet 2023,SUV / Family,176.18,Yes
Key,King Fahd Airport,1_day,Airport,Toyota Yaris 2024,Small,176.18,Yes
Key,King Fahd Airport,1_day,Airport,Nissan Sunny New Shape 2024,Small,176.18,Yes
Key,King Fahd Airport,1_day,Airport,Hyundai Accent 2025,Small,176.18,Yes
Key,King Fahd Airport,1_day,Airport,Hyundai Accent 2024,Small,176.18,Yes
Key,King Khaled Airport Executive Terminal,1_day,Airport,Toyota Yaris 2024,Small,176.18,Yes
Key,King Khaled Airport Executive Terminal,1_day,Airport,Nissan Sunny New Shape 2024,Small,176.18,Yes
Key,King Khaled Airport Executive Terminal,1_day,Airport,Hyundai Accent 2025,Small,176.18,Yes
Key,King Khaled Airport Executive Terminal,1_day,Airport,Hyundai Accent 2024,Small,176.18,Yes
Key,King Fahd Airport Executive Terminal,1_day,Airport,Toyota Yaris 2024,Small,176.18,Yes
Key,King Fahd Airport Executive Terminal,1_day,Airport,Nissan Sunny New Shape 2024,Small,176.18,Yes
Key,King Fahd Airport Executive Terminal,1_day,Airport,Hyundai Accent 2025,Small,176.18,Yes
Key,King Fahd Airport Executive Terminal,1_day,Airport,Hyundai Accent 2024,Small,176.18,Yes
Key,King Khaled Airport Terminal 3 and 4,1_day,Airport,Toyota Yaris 2024,Small,176.18,Yes
Key,King Khaled Airport Terminal 3 and 4,1_day,Airport,Nissan Sunny New Shape 2024,Small,176.18,Yes
Key,King Khaled Airport Terminal 3 and 4,1_day,Airport,Hyundai Accent 2025,Small,176.18,Yes
Key,King Khaled Airport Terminal 3 and 4,1_day,Airport,Hyundai Accent 2024,Small,176.18,Yes
Key,King Khaled Airport terminal 5 ( Domestic ),1_day,Airport,Toyota Yaris 2024,Small,176.18,Yes
Key,King Khaled Airport terminal 5 ( Domestic ),1_day,Airport,Nissan Sunny New Shape 2024,Small,176.18,Yes
Key,King Khaled Airport terminal 5 ( Domestic ),1_day,Airport,Hyundai Accent 2025,Small,176.18,Yes
Key,King Khaled Airport terminal 5 ( Domestic ),1_day,Airport,Hyundai Accent 2024,Small,176.18,Yes
Key,Prince Sultan Bin Abdulaziz International Airport ( Tabuk ),1_day,Airport,Toyota Yaris 2024,Small,176.18,Yes
Key,Prince Sultan Bin Abdulaziz International Airport ( Tabuk ),1_day,Airport,Nissan Sunny New Shape 2024,Small,176.18,Yes
Key,Prince Sultan Bin Abdulaziz International Airport ( Tabuk ),1_day,Airport,Hyundai Accent 2025,Small,176.18,Yes
Key,Prince Sultan Bin Abdulaziz International Airport ( Tabuk ),1_day,Airport,Hyundai Accent 2024,Small,176.18,Yes
Key,Dammam Train Station,1_day,Train,Kia Cerato 2024,Small,178.46,Yes
Key,1 ST. Street,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,Al Manar,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,42nd ST.,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,King Fahad -3,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,Jazan Main,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,Al Hamdania-2,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,Abhur,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,ALFAYHA2,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,Bagdadia,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,Main - Madina Road,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,New Palestine,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,Prince Majed Road,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,Sari Street,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,New Heraa,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,Madina Road,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,Royal Commission,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,Azizia,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,Hizam-2,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,Al Nuzha,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,Kakia,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,Al Malaz,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,Aldar Albaida,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,Al Yasmin,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,Exit 11 East Ring Road,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,Badeiah,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,Laban Najd,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,Main - Al Worood Dist.,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,Murouj,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,Olaya Center,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,SAR North Train Station (Al Thumama),1_day,Train,Kia Cerato 2024,Small,178.46,Yes
Key,Rawdah,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,Qurtuba Exit 8,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,Riyadh AlMalaz Road Train Station,1_day,Train,Kia Cerato 2024,Small,178.46,Yes
Key,The Saudi Public Transport Company (SAPTCO),1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,MAIN-AMMAN ROAD,1_day,Downtown,Kia Cerato 2024,Small,178.46,Yes
Key,HSA-KING FAHAD,1_day,Downtown,Hyundai Elantra 2025,Small,182.5,Yes
Key,Hofuf Train Station,1_day,Train,Hyundai Elantra 2025,Small,182.5,Yes
Key,Dammam Train Station,1_day,Train,Hyundai Elantra 2024,Small,182.5,Yes
Key,1 ST. Street,1_day,Downtown,Hyundai Elantra 2024,Small,182.5,Yes
Key,Al Manar,1_day,Downtown,Hyundai Elantra 2024,Small,182.5,Yes
Key,42nd ST.,1_day,Downtown,Hyundai Elantra 2024,Small,182.5,Yes
Key,King Fahad -3,1_day,Downtown,Hyundai Elantra 2024,Small,182.5,Yes
